Name,GPS,DateTime,NO2,O3_1hr,O3_4hr,CO,PM10,PM2.5,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Date,Time
Civic,"(-35.285399, 149.131536)",03/01/2020 11:00,,0.057,0.045,,231.1,229.4,,,57,57,462,918,918,03-Jan-20,11:00
Florey,"(-35.220606, 149.0435)",18/10/2019 10:00,0,0.027,0.024,0.07,16,3.3,1,0,27,30,32,13,32,18-Oct-19,10:00
Civic,"(-35.285399, 149.131536)",30/11/2019 1:00,,0.002,0.003,,79.5,58.7,,,2,4,159,235,235,30-Nov-19,1:00
Civic,"(-35.285399, 149.131536)",21/08/2019 18:00,,0.021,0.023,,3.1,1.6,,,21,29,6,6,29,21-Aug-19,18:00
Civic,"(-35.285399, 149.131536)",16/08/2019 0:00,,0.005,0.011,,6.4,2.8,,,5,13,13,11,13,16-Aug-19,0:00
Civic,"(-35.285399, 149.131536)",29/09/2019 17:00,,0.028,0.028,,13.6,5.3,,,28,35,27,21,35,29-Sep-19,17:00
Monash,"(-35.418302, 149.094018)",04/07/2019 22:00,0.01,,0.01,,13.2,16.8,,18,3,14,26,67,67,04-Jul-19,22:00
Civic,"(-35.285399, 149.131536)",29/08/2019 4:00,,0.013,0.018,,6.9,3.8,,,13,23,14,15,23,29-Aug-19,4:00
Monash,"(-35.418302, 149.094018)",30/06/2019 18:00,0,0.02,0.03,,2.7,1.6,,1,25,33,5,6,33,30-Jun-19,18:00
Monash,"(-35.418302, 149.094018)",04/10/2019 10:00,0.001,0.036,0.018,0.26,26.8,9.6,3,1,36,23,54,38,54,04-Oct-19,10:00
Florey,"(-35.220606, 149.0435)",13/08/2019 18:00,0.004,0.025,0.026,0.11,4.9,4.9,1,3,25,32,10,20,32,13-Aug-19,18:00
Florey,"(-35.220606, 149.0435)",09/12/2019 2:00,,0.026,0.022,1.1,106.6,94.5,12,,26,27,213,378,378,09-Dec-19,2:00
Civic,"(-35.285399, 149.131536)",15/11/2019 12:00,,0.033,0.03,,12.4,2.4,,,33,37,25,10,37,15-Nov-19,12:00
Florey,"(-35.220606, 149.0435)",31/10/2019 5:00,0.014,0.002,0.002,0.28,22.1,10.5,3,12,2,2,44,42,44,31-Oct-19,5:00
Civic,"(-35.285399, 149.131536)",11/02/2020 16:00,,,0.038,,8.7,3.5,,,,48,17,14,48,11-Feb-20,16:00
Civic,"(-35.285399, 149.131536)",04/10/2019 17:00,,0.03,0.033,,29.9,9.6,,,30,41,60,38,60,04-Oct-19,17:00
Civic,"(-35.285399, 149.131536)",17/05/2019 6:00,,0,0.01,,19.4,11.7,,,3,6,39,47,47,17-May-19,6:00
Civic,"(-35.285399, 149.131536)",27/08/2019 16:00,,,0.025,,7.6,4.2,,,,32,15,17,32,27-Aug-19,16:00
Civic,"(-35.285399, 149.131536)",20/04/2019 0:00,,0.02,0.01,,10.9,7.3,,,15,13,22,29,29,20-Apr-19,0:00
Florey,"(-35.220606, 149.0435)",07/08/2019 18:00,0.012,0.016,0.025,0.12,12.6,11,1,10,16,31,25,44,44,07-Aug-19,18:00
Florey,"(-35.220606, 149.0435)",30/03/2019 6:00,0,0.02,0.02,0.15,8.8,5.1,2,2,15,23,18,20,23,30-Mar-19,6:00
Monash,"(-35.418302, 149.094018)",02/12/2019 5:00,0,0.025,0.027,0.03,8.6,6.2,0,0,25,34,17,25,34,02-Dec-19,5:00
Monash,"(-35.418302, 149.094018)",21/02/2020 3:00,0.004,0.011,0.011,0.03,7.3,3.7,0,3,11,14,15,15,15,21-Feb-20,3:00
Monash,"(-35.418302, 149.094018)",11/03/2020 1:00,0,0.019,0.019,0,6.8,2.5,0,0,19,24,13,9,24,11-Mar-20,1:00
Civic,"(-35.285399, 149.131536)",16/05/2019 10:00,,0.01,0.01,,20,13.3,,,9,8,40,53,53,16-May-19,10:00
Civic,"(-35.285399, 149.131536)",08/11/2019 11:00,,0.023,0.023,,32.6,8.7,,,23,29,65,35,65,08-Nov-19,11:00
Monash,"(-35.418302, 149.094018)",05/01/2020 18:00,0.057,0.026,0.029,8.34,660.8,632.4,93,48,26,36,1322,2530,2530,05-Jan-20,18:00
Monash,"(-35.418302, 149.094018)",13/06/2019 22:00,0.01,0.01,0.02,,5.6,4.2,,11,10,21,11,17,21,13-Jun-19,22:00
Civic,"(-35.285307, 149.131579)",24/03/2020 23:00,,0.015,0.02,0,11.6,4.8,0,0,15,25,23,19,25,24-Mar-20,23:00
Florey,"(-35.220606, 149.0435)",15/02/2020 15:00,0.003,0.031,0.034,0.2,14,7.9,2,3,31,42,28,32,42,15-Feb-20,15:00
Florey,"(-35.220606, 149.0435)",17/09/2019 17:00,0.001,0.028,0.028,0.11,4.4,2.1,1,1,28,35,9,8,35,17-Sep-19,17:00
Civic,"(-35.285399, 149.131536)",12/12/2019 7:00,,0.019,0.019,,51.9,39.8,,,19,24,104,159,159,12-Dec-19,7:00
Monash,"(-35.418302, 149.094018)",13/09/2019 15:00,0,0.032,0.032,0.18,13.7,11.2,2,0,32,40,27,45,45,13-Sep-19,15:00
Monash,"(-35.418302, 149.094018)",15/11/2019 12:00,0,0.033,0.03,0.06,6.9,2.8,1,0,33,37,14,11,37,15-Nov-19,12:00
Monash,"(-35.418302, 149.094018)",02/04/2019 19:00,0.01,0.02,0.03,0.07,,,,,,,,,35,02-Apr-19,19:00
Florey,"(-35.220606, 149.0435)",04/02/2020 19:00,0.001,0.035,0.037,0.34,96.9,75.4,4,1,35,46,194,302,302,04-Feb-20,19:00
Monash,"(-35.418302, 149.094018)",07/04/2019 13:00,0,0.03,0.03,0.11,23.7,8.3,1,1,30,32,47,33,47,07-Apr-19,13:00
Monash,"(-35.418302, 149.094018)",12/02/2020 21:00,0,0.029,0.03,0.08,12.3,5.8,1,0,29,37,25,23,37,12-Feb-20,21:00
Civic,"(-35.285399, 149.131536)",28/07/2019 5:00,,0.01,0.01,,10.2,7.1,,,7,7,20,28,28,28-Jul-19,5:00
Florey,"(-35.220606, 149.0435)",01/03/2019 20:00,0,0.03,0.03,0.13,16.6,8.1,1,0,30,42,33,32,42,01-Mar-19,20:00
Florey,"(-35.220606, 149.0435)",22/02/2020 18:00,0.001,0.031,0.033,0.13,7.8,5.4,1,1,31,42,16,22,42,22-Feb-20,18:00
Monash,"(-35.418302, 149.094018)",17/05/2019 2:00,0.01,0,0,,18.3,18.6,,8,2,2,37,74,74,17-May-19,2:00
Florey,"(-35.220606, 149.0435)",15/01/2020 4:00,0,0.026,0.029,0.37,64.1,51.6,4,0,26,36,128,206,206,15-Jan-20,4:00
Civic,"(-35.285399, 149.131536)",17/07/2019 17:00,,0.02,0.02,,3.3,2.6,,,20,28,7,10,28,17-Jul-19,17:00
Civic,"(-35.285399, 149.131536)",01/11/2019 8:00,,,0.005,,32.3,14.9,,,,7,65,60,65,01-Nov-19,8:00
Monash,"(-35.418302, 149.094018)",03/03/2019 8:00,0,0.01,0.01,0.06,10.4,4.8,1,2,14,9,21,19,21,03-Mar-19,8:00
Civic,"(-35.285399, 149.131536)",13/05/2019 9:00,,0,0,,14.2,11.9,,,4,3,28,48,48,13-May-19,9:00
Monash,"(-35.418302, 149.094018)",28/02/2020 19:00,0.001,0.027,0.034,0.1,14.9,5.2,1,0,27,43,30,21,43,28-Feb-20,19:00
Monash,"(-35.418302, 149.094018)",01/10/2019 22:00,0.021,0.006,0.021,0.12,8.3,4.9,1,18,6,27,17,20,27,01-Oct-19,22:00
Monash,"(-35.418302, 149.094018)",07/03/2020 17:00,0,0.024,0.026,0,4.4,4.4,0,0,24,33,8,17,33,07-Mar-20,17:00
Civic,"(-35.285307, 149.131579)",01/04/2020 23:00,,0.025,0.024,0,6.5,5.5,0,0,25,30,12,21,30,01-Apr-20,23:00
Civic,"(-35.285399, 149.131536)",02/08/2019 6:00,,0.004,0.007,,12.2,7.3,,,4,8,24,29,29,02-Aug-19,6:00
Monash,"(-35.418302, 149.094018)",26/02/2019 9:00,0.01,0.02,0.01,0.36,14.7,6.2,4,4,19,11,29,25,29,26-Feb-19,9:00
Monash,"(-35.418302, 149.094018)",20/03/2020 4:00,0,0.025,0.015,0.02,15.8,5.7,0,0,25,18,31,22,31,20-Mar-20,4:00
Monash,"(-35.418302, 149.094018)",15/03/2019 22:00,0,0.02,0.02,0.08,10.8,7.4,1,1,20,27,22,30,30,15-Mar-19,22:00
Monash,"(-35.418302, 149.094018)",29/12/2019 15:00,0,0.058,0.058,0.77,109,108.5,9,0,58,73,218,434,434,29-Dec-19,15:00
Monash,"(-35.418302, 149.094018)",16/12/2019 7:00,0.009,0.018,0.015,0.04,15.3,12.9,0,7,18,19,31,52,52,16-Dec-19,7:00
Civic,"(-35.285399, 149.131536)",13/08/2019 1:00,,0.013,0.012,,7.3,4.7,,,13,15,15,19,19,13-Aug-19,1:00
Civic,"(-35.285399, 149.131536)",24/06/2019 21:00,,0,0,,5.8,2.5,,,4,5,12,10,12,24-Jun-19,21:00
Monash,"(-35.418302, 149.094018)",25/03/2020 3:00,0.004,0.003,0.007,0,11.2,5.6,0,3,3,9,22,22,22,25-Mar-20,3:00
Civic,"(-35.285399, 149.131536)",19/11/2019 10:00,,0.031,0.029,,16.8,5.1,,,31,36,34,20,36,19-Nov-19,10:00
Florey,"(-35.220606, 149.0435)",28/02/2020 22:00,0.001,0.026,0.026,0.12,20.4,5.5,1,1,26,33,41,22,41,28-Feb-20,22:00
Monash,"(-35.418302, 149.094018)",09/11/2019 19:00,0,0.026,0.027,0.06,2.1,2.8,1,0,26,34,4,11,34,09-Nov-19,19:00
Civic,"(-35.285399, 149.131536)",02/10/2019 9:00,,0.011,0.01,,14.6,7.2,,,11,12,29,29,29,02-Oct-19,9:00
Monash,"(-35.418302, 149.094018)",27/02/2019 18:00,0,0.03,0.03,0.09,23.4,9.6,1,0,27,38,47,38,47,27-Feb-19,18:00
Florey,"(-35.220606, 149.043539)",07/03/2020 2:00,0,0.019,0.021,0.13,5.4,4,1,0,19,26,10,15,26,07-Mar-20,2:00
Florey,"(-35.220606, 149.0435)",05/06/2019 5:00,0,0.02,0.02,0.05,4.3,3.5,1,0,24,26,9,14,26,05-Jun-19,5:00
Civic,"(-35.285399, 149.131536)",26/08/2019 23:00,,0.026,0.021,,10.7,5.2,,,26,26,21,21,26,26-Aug-19,23:00
Florey,"(-35.220606, 149.0435)",11/02/2020 17:00,0.003,0.052,0.048,0.18,8.2,6.6,2,3,52,60,16,26,60,11-Feb-20,17:00
Monash,"(-35.418302, 149.094018)",12/05/2019 20:00,0.01,0,0,,13.4,15.9,,10,3,6,27,64,64,12-May-19,20:00
Civic,"(-35.285307, 149.131579)",02/03/2020 3:00,,0.008,0.007,0,22.5,6,0,0,8,9,45,23,45,02-Mar-20,3:00
Civic,"(-35.285399, 149.131536)",24/04/2019 13:00,,0.03,0.02,,8.6,5,,,25,25,17,20,25,24-Apr-19,13:00
Monash,"(-35.418302, 149.094018)",28/07/2019 1:00,0.02,0,0.01,0.34,13,14,4,14,4,6,26,56,56,28-Jul-19,1:00
Florey,"(-35.220606, 149.0435)",07/11/2019 8:00,0.002,0.025,0.025,0.04,32.4,6.9,0,1,25,31,65,28,65,07-Nov-19,8:00
Civic,"(-35.285399, 149.131536)",29/11/2019 16:00,,,0.042,,95.5,78.1,,,,52,191,312,312,29-Nov-19,16:00
Civic,"(-35.285399, 149.131536)",18/06/2019 8:00,,0,0,,9.2,4.5,,,2,2,18,18,18,18-Jun-19,8:00
Civic,"(-35.285399, 149.131536)",27/11/2019 9:00,,0.02,0.015,,57,8.4,,,20,19,114,34,114,27-Nov-19,9:00
Civic,"(-35.285399, 149.131536)",28/02/2019 20:00,,0.03,0.03,,26.4,11.9,,,27,37,53,48,53,28-Feb-19,20:00
Monash,"(-35.418302, 149.094018)",29/06/2019 11:00,0.01,0.01,0,,26,29.9,,9,10,6,52,120,120,29-Jun-19,11:00
Florey,"(-35.220606, 149.0435)",07/08/2019 8:00,0.014,0.001,0.001,0.72,10.9,9.8,8,11,1,1,22,39,39,07-Aug-19,8:00
Civic,"(-35.285399, 149.131536)",15/09/2019 6:00,,0.01,0.009,,13.8,6.5,,,10,12,28,26,28,15-Sep-19,6:00
Monash,"(-35.418302, 149.094018)",24/02/2019 0:00,0,0.02,0.02,0.01,8.3,4.6,0,0,17,20,17,18,20,24-Feb-19,0:00
Civic,"(-35.285399, 149.131536)",09/06/2019 13:00,,0.01,0.01,,14.7,8.4,,,14,13,29,34,34,09-Jun-19,13:00
Civic,"(-35.285399, 149.131536)",29/08/2019 18:00,,0.021,0.023,,5.4,3,,,21,29,11,12,29,29-Aug-19,18:00
Monash,"(-35.418302, 149.094018)",23/06/2019 9:00,0,0.03,0.03,,5.3,5.1,,0,26,33,11,20,33,23-Jun-19,9:00
Civic,"(-35.285399, 149.131536)",01/12/2019 12:00,,0.027,0.027,,34.6,24.6,,,27,34,69,98,98,01-Dec-19,12:00
Florey,"(-35.220606, 149.0435)",21/02/2020 14:00,0.002,0.042,0.038,0.14,12.4,6.5,2,1,42,47,25,26,47,21-Feb-20,14:00
Florey,"(-35.220606, 149.0435)",18/05/2019 2:00,0.01,0,,,23,18.6,,8,1,,46,74,74,18-May-19,2:00
Civic,"(-35.285399, 149.131536)",21/08/2019 13:00,,0.025,0.024,,3.9,2.6,,,25,30,8,10,30,21-Aug-19,13:00
Civic,"(-35.285399, 149.131536)",29/11/2019 23:00,,0.004,0.01,,86.8,67.6,,,4,12,174,270,270,29-Nov-19,23:00
Civic,"(-35.285307, 149.131579)",18/03/2020 22:00,,0.024,0.028,0,11.1,5.5,0,0,24,35,22,22,35,18-Mar-20,22:00
Monash,"(-35.418302, 149.094018)",27/10/2019 22:00,0,0.026,0.027,0.04,6.6,3.1,0,0,26,34,13,12,34,27-Oct-19,22:00
Florey,"(-35.220606, 149.0435)",18/06/2019 19:00,0.02,0.01,0.01,0.15,9.3,10.8,2,14,9,17,19,43,43,18-Jun-19,19:00
Monash,"(-35.418302, 149.094018)",23/06/2019 19:00,0,0.03,0.03,,4.8,5.2,,1,28,35,10,21,35,23-Jun-19,19:00
Florey,"(-35.220606, 149.0435)",28/09/2019 16:00,,,0.029,0.09,9.4,4.6,1,,,37,19,18,37,28-Sep-19,16:00
Monash,"(-35.418302, 149.094018)",01/04/2019 2:00,0.01,0,0,0.21,2.6,3.7,2,5,2,2,5,15,15,01-Apr-19,2:00
Florey,"(-35.220606, 149.0435)",09/11/2019 6:00,0.006,0.013,0.016,0.02,13.7,4.2,0,5,13,20,27,17,27,09-Nov-19,6:00
Florey,"(-35.220606, 149.0435)",02/02/2020 12:00,0.002,0.027,0.031,0.21,132.6,29.8,2,2,27,39,265,119,265,02-Feb-20,12:00
Monash,"(-35.418302, 149.094018)",03/06/2019 3:00,0.01,0,0,,14.2,13.1,,7,1,2,28,52,52,03-Jun-19,3:00
Civic,"(-35.285399, 149.131536)",12/10/2019 4:00,,0.024,0.024,,4.7,2.4,,,24,31,9,10,31,12-Oct-19,4:00
Civic,"(-35.285399, 149.131536)",27/10/2019 3:00,,0.025,0.025,,26.1,10.3,,,25,31,52,41,52,27-Oct-19,3:00
Civic,"(-35.285399, 149.131536)",03/11/2019 6:00,,0.014,0.014,,68.1,16.7,,,14,18,136,67,136,03-Nov-19,6:00
Civic,"(-35.285399, 149.131536)",22/01/2020 13:00,,0.041,0.039,,13.2,5.4,,,41,49,26,22,49,22-Jan-20,13:00
Florey,"(-35.220606, 149.0435)",23/02/2019 5:00,0,0.01,0.01,0.11,10.4,6,1,2,7,14,21,24,24,23-Feb-19,5:00
Monash,"(-35.418302, 149.094018)",10/04/2019 9:00,0,0.02,0.02,0.01,7.1,3.3,0,1,21,21,14,13,21,10-Apr-19,9:00
Florey,"(-35.220606, 149.0435)",03/12/2019 7:00,0.003,0.022,0.023,0.01,8.1,3.7,0,2,22,28,16,15,28,03-Dec-19,7:00
Monash,"(-35.418302, 149.094018)",06/04/2020 2:00,0,0.019,0.02,0,5.3,2.7,0,0,19,25,10,10,25,06-Apr-20,2:00
Florey,"(-35.220606, 149.043539)",09/03/2020 15:00,0,0.028,0.026,0.14,5.3,3,1,0,28,33,10,12,33,09-Mar-20,15:00
Civic,"(-35.285399, 149.131536)",29/02/2020 14:00,,0.039,0.036,,16.4,7.8,,,39,45,33,31,45,29-Feb-20,14:00
Civic,"(-35.285399, 149.131536)",22/05/2019 22:00,,0.01,0.01,,16.2,8.4,,,5,7,32,34,34,22-May-19,22:00
Monash,"(-35.418302, 149.094018)",09/07/2019 12:00,0,0.02,0.01,,8.7,9.8,,3,22,13,17,39,39,09-Jul-19,12:00
Monash,"(-35.418302, 149.094018)",18/04/2019 10:00,0.01,0.01,0.01,0.43,12.3,7.9,5,8,14,9,25,32,32,18-Apr-19,10:00
Civic,"(-35.285399, 149.131536)",09/08/2019 20:00,,0.025,0.021,,8.4,2.1,,,25,26,17,8,26,09-Aug-19,20:00
Civic,"(-35.285307, 149.131579)",04/04/2020 7:00,,0.012,0.015,0,7.9,1.7,0,0,12,18,15,6,18,04-Apr-20,7:00
Florey,"(-35.220606, 149.0435)",17/11/2019 16:00,,,0.033,0.07,16.3,5.9,1,,,41,33,24,41,17-Nov-19,16:00
Florey,"(-35.220606, 149.0435)",15/11/2019 1:00,0.001,0.027,0.025,0.07,12,4.9,1,1,27,31,24,20,31,15-Nov-19,1:00
Civic,"(-35.285399, 149.131536)",02/08/2019 17:00,,0.019,0.021,,11.7,6.8,,,19,27,23,27,27,02-Aug-19,17:00
Florey,"(-35.220606, 149.0435)",02/09/2019 5:00,0.007,0.004,0.006,0.52,14.8,9.3,6,5,4,7,30,37,37,02-Sep-19,5:00
Civic,"(-35.285399, 149.131536)",20/04/2019 12:00,,0.03,0.02,,17.2,10.9,,,25,24,34,44,44,20-Apr-19,12:00
Florey,"(-35.220606, 149.0435)",30/03/2019 9:00,0,0.02,0.02,0.15,6.5,4.1,2,2,17,19,13,16,19,30-Mar-19,9:00
Florey,"(-35.220606, 149.0435)",26/04/2019 10:00,0,0.02,0.02,0.1,12.7,5.9,1,0,23,23,25,24,25,26-Apr-19,10:00
Civic,"(-35.285399, 149.131536)",07/09/2019 14:00,,0.025,0.025,,3.4,0,,,25,32,7,0,32,07-Sep-19,14:00
Monash,"(-35.418302, 149.094018)",02/08/2019 16:00,,,0.029,0.1,12.5,12.8,1,,,36,25,51,51,02-Aug-19,16:00
Monash,"(-35.418302, 149.094018)",19/03/2020 8:00,0.01,0.004,0.002,0.02,11.1,4.7,0,8,4,2,22,18,22,19-Mar-20,8:00
Florey,"(-35.220606, 149.0435)",01/03/2019 12:00,0,0.03,0.03,0.21,21.7,10.8,2,0,31,33,43,43,43,01-Mar-19,12:00
Florey,"(-35.220606, 149.0435)",07/11/2019 23:00,0.002,0.026,0.026,0.06,31.4,8.8,1,1,26,33,63,35,63,07-Nov-19,23:00
Monash,"(-35.418302, 149.094018)",06/04/2019 12:00,0,0.03,0.02,0.08,9.9,3.4,1,2,25,20,20,14,25,06-Apr-19,12:00
Civic,"(-35.285399, 149.131536)",02/07/2019 20:00,,0.01,0.01,,12.7,8,,,7,12,25,32,32,02-Jul-19,20:00
Monash,"(-35.418302, 149.094018)",11/10/2019 13:00,0,0.028,0.028,0.12,3.9,1.8,1,0,28,35,8,7,35,11-Oct-19,13:00
Monash,"(-35.418302, 149.094018)",26/06/2019 15:00,0,0.03,0.03,,11.3,11.9,,1,30,36,23,48,48,26-Jun-19,15:00
Monash,"(-35.418302, 149.094018)",24/09/2019 14:00,0,0.028,0.028,0.21,5.3,7.6,2,0,28,35,11,30,35,24-Sep-19,14:00
Civic,"(-35.285399, 149.131536)",27/12/2019 21:00,,0.065,0.061,,68.7,54.5,,,65,76,137,218,218,27-Dec-19,21:00
Civic,"(-35.285399, 149.131536)",12/11/2019 22:00,,0.03,0.032,,27.4,5,,,30,40,55,20,55,12-Nov-19,22:00
Florey,"(-35.220606, 149.0435)",29/04/2019 10:00,0.01,0.01,0.01,0.38,14.9,10.4,4,7,11,6,30,42,42,29-Apr-19,10:00
Monash,"(-35.418302, 149.094018)",23/02/2020 0:00,0,0.02,0.02,0.04,7.7,3.3,0,0,20,25,15,13,25,23-Feb-20,0:00
Civic,"(-35.285399, 149.131536)",24/10/2019 18:00,,0.037,0.038,,15.4,5.8,,,37,48,31,23,48,24-Oct-19,18:00
Monash,"(-35.418302, 149.094018)",05/03/2019 4:00,0,0.02,0.02,0.18,24.1,15.9,2,3,15,25,48,64,64,05-Mar-19,4:00
Florey,"(-35.220606, 149.0435)",26/04/2019 18:00,0,0.03,0.03,0.09,12.4,6,1,1,25,33,25,24,33,26-Apr-19,18:00
Monash,"(-35.418302, 149.094018)",27/03/2019 22:00,0,0.02,0.03,0.03,13.3,5.1,0,2,23,31,27,20,31,27-Mar-19,22:00
Civic,"(-35.285399, 149.131536)",16/04/2019 19:00,,0,0.01,,11.2,5.5,,,3,12,22,22,22,16-Apr-19,19:00
Florey,"(-35.220606, 149.0435)",17/09/2019 12:00,0,0.026,0.024,0.09,7.7,2.6,1,0,26,30,15,10,30,17-Sep-19,12:00
Civic,"(-35.285399, 149.131536)",06/05/2019 14:00,,0.02,0.02,,4.8,3.1,,,20,23,10,12,23,06-May-19,14:00
Florey,"(-35.220606, 149.0435)",11/05/2019 17:00,0,0.02,0.02,0.12,3.1,2.8,1,2,16,24,6,11,24,11-May-19,17:00
Civic,"(-35.285399, 149.131536)",03/02/2020 7:00,,0.014,0.022,,21.6,6.1,,,14,27,43,24,43,03-Feb-20,7:00
Monash,"(-35.418302, 149.094018)",09/04/2019 0:00,0,0.03,0.02,0.05,17.2,4.3,1,0,26,27,34,17,34,09-Apr-19,0:00
Civic,"(-35.285307, 149.131579)",11/03/2020 20:00,,0.018,0.02,0,8.2,2.8,0,0,18,25,16,11,25,11-Mar-20,20:00
Monash,"(-35.418302, 149.094018)",01/04/2020 18:00,0,0.039,0.04,0.01,10.5,5.9,0,0,39,51,21,23,51,01-Apr-20,18:00
Florey,"(-35.220606, 149.0435)",06/12/2019 7:00,,0.021,0.022,0.12,18.8,3.5,1,,21,27,38,14,38,06-Dec-19,7:00
Monash,"(-35.418302, 149.094018)",27/03/2019 3:00,0,0.01,0.01,0.01,11,2.8,0,4,8,12,22,11,22,27-Mar-19,3:00
Monash,"(-35.418302, 149.094018)",22/03/2020 4:00,0.002,0.003,0.007,0,12.5,6,0,2,3,9,24,23,24,22-Mar-20,4:00
Monash,"(-35.418302, 149.094018)",05/08/2019 17:00,0.002,0.021,0.024,0.17,18.9,18.7,2,2,21,29,38,75,75,05-Aug-19,17:00
Florey,"(-35.220606, 149.0435)",31/07/2019 16:00,,,0.03,0.21,11.5,10,2,,,36,23,40,40,31-Jul-19,16:00
Florey,"(-35.220606, 149.0435)",31/10/2019 0:00,0.025,0.002,0.002,0.26,22.5,11.3,3,21,2,3,45,45,45,31-Oct-19,0:00
Florey,"(-35.220606, 149.0435)",06/06/2019 17:00,0.01,0.01,0.02,0.19,15.1,14.6,2,6,14,22,30,58,58,06-Jun-19,17:00
Florey,"(-35.220606, 149.0435)",10/01/2020 22:00,0,0.047,0.048,0.37,54.1,16.3,4,0,47,60,108,65,108,10-Jan-20,22:00
Monash,"(-35.418302, 149.094018)",24/04/2019 0:00,0.01,0,0.01,,6.7,3.6,,9,2,7,13,14,14,24-Apr-19,0:00
Civic,"(-35.285399, 149.131536)",28/02/2020 20:00,,0.024,0.028,,22.8,5.9,,,24,35,46,24,46,28-Feb-20,20:00
Monash,"(-35.418302, 149.094018)",26/02/2020 15:00,0,0.036,0.036,0.09,12.6,5.4,1,0,36,45,25,22,45,26-Feb-20,15:00
Monash,"(-35.418302, 149.094018)",22/10/2019 7:00,0.007,0.007,0.004,0.07,8.1,4.1,1,6,7,5,16,16,16,22-Oct-19,7:00
Monash,"(-35.418302, 149.094018)",29/10/2019 18:00,0,0.046,0.044,0.13,8.7,6.1,1,0,46,55,17,24,55,29-Oct-19,18:00
Civic,"(-35.285399, 149.131536)",11/09/2019 21:00,,0.019,0.017,,12.6,5.5,,,19,22,25,22,25,11-Sep-19,21:00
Civic,"(-35.285399, 149.131536)",26/06/2019 6:00,,0,0,,12.8,7,,,1,4,26,28,28,26-Jun-19,6:00
Monash,"(-35.418302, 149.094018)",08/09/2019 11:00,0,0.031,0.032,0.08,1.8,2.3,1,0,31,40,4,9,40,08-Sep-19,11:00
Monash,"(-35.418302, 149.094018)",18/07/2019 11:00,,0.03,0.02,,1.8,1.4,,,26,24,4,6,26,18-Jul-19,11:00
Civic,"(-35.285399, 149.131536)",11/04/2019 13:00,,0.02,0.02,,9.6,3.9,,,23,20,19,16,23,11-Apr-19,13:00
Florey,"(-35.220606, 149.043539)",07/04/2020 16:00,,,,,7.3,5.6,,,,,14,22,,07-Apr-20,16:00
Civic,"(-35.285399, 149.131536)",19/05/2019 17:00,,0.03,0.03,,19.4,13.5,,,29,39,39,54,54,19-May-19,17:00
Monash,"(-35.418302, 149.094018)",20/01/2020 3:00,0,0.004,0.012,0.08,13.3,7.9,1,0,4,15,27,32,32,20-Jan-20,3:00
Monash,"(-35.418302, 149.094018)",07/03/2019 18:00,0,0.04,0.04,0.13,23.3,19.5,1,1,37,55,47,78,78,07-Mar-19,18:00
Florey,"(-35.220606, 149.0435)",28/08/2019 12:00,0,0.025,0.018,0.32,12,10.5,4,0,25,22,24,42,42,28-Aug-19,12:00
Monash,"(-35.418302, 149.094018)",12/12/2019 13:00,0,0.04,0.036,0.13,24.7,21.5,1,0,40,45,49,86,86,12-Dec-19,13:00
Monash,"(-35.418302, 149.094018)",13/07/2019 8:00,0,0.03,0.03,,2.2,2.1,,0,31,39,4,8,39,13-Jul-19,8:00
Civic,"(-35.285399, 149.131536)",09/06/2019 8:00,,0.01,0,,14.5,8.7,,,5,6,29,35,35,09-Jun-19,8:00
Monash,"(-35.418302, 149.094018)",20/01/2020 15:00,0,0.041,0.038,0.16,14.3,7.2,2,0,41,48,29,29,48,20-Jan-20,15:00
Monash,"(-35.418302, 149.094018)",05/02/2020 1:00,0,0.024,0.027,0.15,31.3,28.2,2,0,24,33,63,113,113,05-Feb-20,1:00
Monash,"(-35.418302, 149.094018)",05/11/2019 1:00,0,0.026,0.029,0.03,6.7,3.5,0,0,26,36,13,14,36,05-Nov-19,1:00
Monash,"(-35.418302, 149.094018)",21/10/2019 3:00,0.006,0.008,0.01,0.06,6.6,5.4,1,5,8,13,13,22,22,21-Oct-19,3:00
Civic,"(-35.285399, 149.131536)",05/12/2019 15:00,,0.035,0.034,,15.2,4.5,,,35,42,30,18,42,05-Dec-19,15:00
Florey,"(-35.220606, 149.0435)",21/12/2019 1:00,0.018,0.016,0.024,4.29,348.1,326.2,48,15,16,30,696,1305,1305,21-Dec-19,1:00
Monash,"(-35.418302, 149.094018)",22/04/2019 4:00,0.01,0,0,0.6,13.5,8,7,8,2,2,27,32,32,22-Apr-19,4:00
Florey,"(-35.220606, 149.0435)",09/09/2019 13:00,0,0.031,0.03,0.07,3.3,1.6,1,0,31,37,7,6,37,09-Sep-19,13:00
Civic,"(-35.285399, 149.131536)",29/09/2019 0:00,,0.022,0.021,,10.3,3.9,,,22,26,21,16,26,29-Sep-19,0:00
Monash,"(-35.418302, 149.094018)",16/03/2020 15:00,0,0.019,0.019,0,5.2,5.5,0,0,19,24,10,21,24,16-Mar-20,15:00
Monash,"(-35.418302, 149.094018)",27/01/2020 11:00,0,0.051,0.042,0.74,99.6,92.3,8,0,51,52,199,369,369,27-Jan-20,11:00
Monash,"(-35.418302, 149.094018)",21/08/2019 8:00,0,0.029,0.029,0.11,1.3,1.5,1,0,29,37,3,6,37,21-Aug-19,8:00
